3 460 1 6 12500 1000 40 40
4459.9 1664.69
1421.74 2906.72
2057.97 2566.3
2098.85 2482.21
1478.4 2012.26 3
1454.31 2013.87 2
1439.17 2014.74 12
1461.22 2025.9 17
1435.91 2021.44 10
1386.7 2002.06 4
1486.05 2057.69 21
1413.84 2020.23 8
1411.61 2021.53 19
1387.31 2004.16 1
1449.86 2064.36 18
1462.58 2086.85 6
1420.31 2046.71 5
1443.75 2086.21 23
1404.9 2036.32 17
1405.98 2044.09 11
1398.12 2034.5 3
1396.05 2035.82 10
1404.03 2069.68 19
1392.35 2041.18 21
1383.85 2008.42 16
1392.31 2089.18 7
1384.27 2040.08 2
1381.55 2050.99 12
1380.44 2024.14 6
1381.45 2006.35 16
1364.94 2083.25 1
1367.7 2053.03 0
1342.72 2114.54 4
1381.41 2002.27 22
1334.74 2096.08 14
1381.16 2002.09 5
1369.91 2018.72 6
1381.27 2001.43 10
1339.0 2050.05 4
1350.11 2032.77 23
1351.52 2027.59 13
1282.79 2078.3 0
1320.47 2042.61 20
1279.04 2061.86 18
1279.65 2052.95 10
1341.92 2017.7 24
1302.53 2029.06 12
1358.03 2007.14 12
1336.02 2010.47 8
1294.46 2014.07 11
1308.75 2007.03 18
1371.32 2000.35 15
1372.21 1999.68 24
1282.59 1990.47 24
1292.37 1985.6 4
1300.12 1981.42 24
1354.82 1991.91 0
1286.61 1965.15 20
1313.65 1969.93 23
1365.36 1991.24 10
1363.83 1988.9 9
1315.89 1954.24 5
1282.4 1921.39 14
1325.58 1949.2 9
1355.45 1972.65 22
1321.4 1929.64 20
1366.36 1978.98 6
1336.18 1930.58 12
1355.46 1953.4 19
1380.58 1996.41 0
1356.43 1938.08 22
1360.78 1937.65 19
1350.77 1885.74 1
1363.44 1909.55 4
1376.74 1960.9 11
1375.72 1916.39 14
1381.85 1967.5 14
1386.41 1915.06 17
1391.03 1922.29 21
1396.23 1921.33 17
1387.3 1979.64 8
1409.8 1911.78 3
1407.31 1934.7 0
1422.45 1912.22 12
1385.11 1994.88 1
1432.6 1919.03 20
1454.02 1899.37 8
1430.37 1940.91 11
1394.73 1986.62 21
1469.28 1917.13 12
1437.7 1953.56 20
1411.4 1978.62 3
1450.4 1956.27 21
1479.93 1945.71 0
1395.08 1993.95 24
1449.91 1972.96 10
1460.51 1974.33 7
1498.9 1969.76 20
1387.24 1999.06 3
1447.8 1991.65 3
1477.41 1993.96 22
1468.12 2000.0 17
