8 1320 2 6 12500 1000 40 80
4543.58 1962.2
1683.89 2729.59
1684.16 1270.67
1198.05 1019.81
1760.92 1351.16
2188.93 2162.63
2060.77 2561.03
2093.14 2495.03
1593.68 957.15
671.79 2412.25 12
706.24 2487.75 20
716.77 2530.14 3
705.85 2522.09 21
682.32 2456.13 0
673.82 2424.56 24
677.65 2466.37 10
673.61 2454.61 7
669.84 2521.24 20
666.54 2475.12 3
668.56 2432.81 3
663.45 2450.66 22
666.25 2431.09 17
635.11 2517.18 23
666.71 2423.45 9
652.71 2449.9 1
657.09 2436.91 15
660.68 2428.21 13
620.22 2479.31 14
627.94 2462.19 18
624.82 2459.34 13
594.91 2480.42 12
590.92 2475.26 16
614.11 2451.39 7
645.02 2427.74 17
565.55 2466.49 5
650.97 2420.85 2
632.62 2426.01 2
651.13 2417.84 1
576.58 2433.29 19
545.43 2432.02 11
618.7 2416.88 20
664.39 2412.06 19
666.82 2411.69 8
571.29 2402.26 14
600.84 2400.52 16
571.42 2389.21 22
588.86 2387.55 24
587.62 2381.28 3
620.76 2389.6 23
602.83 2376.4 1
568.86 2350.34 24
566.56 2339.54 18
579.77 2339.64 12
589.01 2337.97 10
590.95 2329.92 24
661.91 2400.69 12
615.07 2337.6 0
601.93 2307.16 4
647.26 2369.73 8
634.92 2337.88 8
658.02 2379.48 22
671.32 2411.11 20
649.6 2332.38 14
665.01 2380.48 11
665.98 2372.97 19
668.61 2374.62 0
669.74 2296.42 12
675.52 2329.01 12
673.44 2395.11 4
687.56 2321.18 16
699.23 2297.83 21
705.23 2303.59 18
711.77 2306.61 2
696.48 2357.3 6
700.78 2357.32 18
716.69 2339.12 0
733.85 2324.39 20
730.51 2339.29 1
712.17 2367.88 21
754.96 2332.32 5
714.41 2375.89 22
731.9 2367.41 21
759.72 2355.18 5
753.04 2366.51 13
785.75 2357.49 14
754.47 2378.65 20
709.8 2399.28 15
782.67 2383.01 14
774.64 2391.97 22
770.77 2399.18 18
728.89 2408.19 1
706.68 2411.84 1
666.61 2192.49 20
632.4 2194.76 24
657.55 2200.63 24
703.92 2214.77 13
612.45 2196.02 23
610.6 2196.29 21
617.35 2200.18 24
615.68 2200.78 7
690.84 2249.86 14
621.17 2207.89 1
665.16 2247.8 20
667.96 2258.98 6
641.89 2239.57 19
656.8 2266.36 22
613.34 2212.31 17
609.86 2209.52 13
621.19 2236.75 22
607.71 2211.57 15
624.78 2271.65 8
612.44 2244.52 15
613.25 2273.39 11
606.19 2259.17 0
601.44 2257.49 22
598.41 2227.99 1
586.53 2303.3 20
599.61 2195.95 20
580.78 2264.44 24
567.42 2286.8 7
564.11 2276.66 8
594.5 2203.71 11
545.82 2281.91 0
543.44 2272.51 18
535.43 2271.35 13
549.13 2246.44 6
524.02 2262.31 12
525.05 2252.18 0
506.02 2256.99 3
538.86 2228.44 8
513.82 2235.21 16
574.69 2202.96 15
499.64 2225.59 19
551.9 2204.7 24
533.98 2204.32 12
596.53 2192.89 1
589.33 2192.88 21
543.44 2190.48 18
525.03 2184.49 8
504.74 2175.45 19
505.66 2168.62 19
539.09 2172.36 21
520.31 2159.77 18
594.02 2189.39 6
542.23 2158.51 9
547.9 2156.64 18
531.57 2137.97 11
553.58 2149.73 1
591.96 2183.71 12
548.6 2129.64 20
547.5 2118.19 18
561.58 2128.94 0
551.17 2097.33 15
566.48 2113.82 11
585.11 2148.94 8
586.21 2140.55 19
595.7 2169.14 1
591.72 2123.44 18
600.03 2187.57 2
601.37 2131.5 11
609.75 2085.57 1
611.47 2122.72 5
613.37 2136.48 8
609.07 2164.12 10
603.42 2184.44 3
612.16 2167.37 20
648.23 2107.14 19
631.11 2145.69 4
606.04 2184.98 6
642.63 2144.56 2
659.94 2133.89 6
640.08 2158.57 4
650.42 2155.52 20
609.43 2186.7 1
616.66 2183.67 10
663.46 2164.01 7
639.99 2177.86 12
650.84 2177.82 1
714.33 2167.97 11
613.92 2190.55 0
602.31 2192.35 3
629.68 2192.49 22
300.97 2000.0 0
363.71 2008.69 9
309.04 2008.72 6
336.4 2019.87 17
347.39 2030.52 0
306.46 2021.74 2
318.66 2033.07 0
301.99 2029.43 17
275.69 2015.5 12
337.25 2071.79 24
297.02 2043.17 14
288.93 2040.98 20
293.46 2054.7 12
271.33 2027.94 20
268.8 2028.64 11
291.33 2092.31 14
278.75 2078.22 13
267.4 2057.13 22
266.96 2087.5 4
260.6 2098.79 1
253.47 2061.7 1
245.64 2090.8 21
252.49 2012.21 21
250.36 2016.43 17
228.75 2073.82 12
252.94 2003.98 6
203.19 2094.95 22
205.66 2075.41 20
188.49 2085.99 23
217.05 2041.59 7
242.58 2011.42 24
243.65 2008.87 2
234.96 2013.41 21
164.23 2051.44 21
197.28 2026.85 3
229.62 2009.38 9
230.83 2006.82 24
164.69 2018.14 24
160.09 2011.34 13
214.71 2001.59 0
166.65 1996.5 18
243.35 1998.64 23
212.82 1991.56 23
161.46 1973.35 6
180.66 1972.31 15
222.89 1985.12 1
186.57 1961.26 11
236.91 1987.92 3
251.84 1997.7 4
177.7 1927.46 2
229.44 1972.1 10
225.51 1962.09 0
213.5 1936.65 1
216.59 1929.75 13
246.7 1981.96 5
220.57 1902.89 14
253.58 1995.74 17
251.82 1984.05 1
246.82 1921.03 15
253.67 1947.95 19
255.92 1979.58 24
261.03 1954.83 17
277.3 1898.32 15
261.66 1977.36 13
259.99 1986.67 22
263.82 1981.47 4
301.94 1920.62 0
274.48 1972.09 20
269.09 1982.77 22
321.79 1931.57 13
328.09 1936.18 2
259.83 1996.21 9
328.22 1954.24 17
284.3 1984.69 17
330.15 1968.31 17
309.14 1982.07 14
350.51 1976.7 6
343.65 1985.73 24
301.36 1996.28 3
331.57 2000.0 18
287.45 1648.59 10
340.5 1653.56 13
300.06 1652.82 5
316.12 1658.44 9
357.46 1673.88 3
361.23 1682.09 18
273.82 1650.18 13
347.53 1690.2 22
368.27 1710.67 17
282.75 1657.78 3
279.57 1656.5 18
342.04 1719.08 9
321.9 1707.01 12
276.75 1657.04 11
328.54 1737.03 11
287.31 1678.88 12
311.22 1735.24 19
312.81 1758.01 3
271.59 1652.79 23
293.38 1747.45 1
284.69 1738.47 19
275.66 1709.23 23
271.59 1721.89 14
265.8 1733.39 19
258.96 1739.87 6
265.74 1671.75 8
248.77 1728.0 21
270.22 1648.8 10
235.49 1729.57 15
227.16 1732.14 14
235.84 1705.15 0
218.07 1722.1 0
263.06 1657.39 21
217.41 1704.36 21
261.46 1656.68 4
200.71 1703.79 24
172.53 1715.48 23
199.13 1690.24 13
267.41 1650.02 22
172.02 1688.79 13
191.17 1674.61 1
251.65 1653.29 10
248.42 1652.49 20
262.0 1649.47 21
178.69 1651.83 17
185.47 1645.6 22
259.11 1647.4 11
193.88 1634.96 6
210.68 1633.56 17
178.54 1618.42 6
244.63 1638.1 5
247.67 1637.41 12
253.49 1638.76 3
207.55 1605.66 18
191.76 1586.29 3
251.25 1631.16 20
219.35 1594.87 24
230.46 1600.17 12
233.6 1596.94 13
255.38 1624.1 11
250.35 1609.95 4
239.55 1577.07 2
266.83 1638.65 22
250.76 1576.53 16
267.59 1634.85 2
269.61 1643.12 14
269.17 1627.41 0
271.51 1579.89 24
275.4 1590.83 17
271.09 1643.62 11
295.32 1541.43 7
272.98 1639.9 2
282.99 1615.91 6
297.52 1590.93 1
310.47 1577.07 14
329.62 1558.51 15
341.58 1555.4 21
279.99 1637.61 16
341.1 1579.03 6
292.27 1629.86 22
353.36 1587.34 21
275.05 1645.58 7
334.55 1613.97 0
371.08 1603.15 13
294.6 1639.64 22
384.38 1615.49 12
385.79 1623.76 3
321.05 1641.38 9
292.61 1647.01 10
362.61 1648.59 1
871.62 1755.73 23
874.04 1761.22 22
876.86 1767.23 18
860.14 1769.1 11
836.44 1766.02 21
863.56 1780.24 13
812.87 1759.7 3
824.57 1767.79 9
866.93 1801.34 22
884.02 1824.28 15
822.51 1773.39 18
872.62 1836.44 1
809.85 1762.29 17
838.78 1812.14 3
851.09 1848.98 6
828.52 1814.49 21
823.54 1815.37 16
827.21 1854.76 23
817.05 1840.32 18
810.9 1851.04 15
804.56 1788.03 18
798.9 1818.93 15
794.45 1815.16 9
793.92 1798.43 13
793.92 1787.83 22
780.85 1810.62 12
763.68 1832.28 13
760.8 1824.02 2
787.03 1779.34 4
746.38 1820.71 19
775.5 1783.72 4
799.42 1760.37 18
793.43 1763.73 18
727.34 1800.0 12
801.62 1757.41 21
763.52 1771.32 19
772.28 1765.14 20
728.46 1771.2 3
716.82 1766.33 6
800.21 1755.93 17
731.46 1752.8 10
706.74 1743.93 23
729.33 1740.44 1
767.74 1745.03 4
747.41 1734.12 14
759.59 1734.4 6
783.89 1743.62 6
748.98 1717.56 13
743.97 1706.61 12
769.43 1722.03 14
745.85 1690.16 22
755.97 1691.79 15
803.08 1752.47 15
760.42 1673.19 10
769.04 1674.21 9
798.26 1735.97 13
777.46 1650.81 14
802.96 1743.35 18
800.26 1706.14 13
804.39 1715.03 14
807.25 1721.51 4
810.73 1716.3 24
808.71 1739.94 21
836.31 1654.55 20
836.57 1676.69 5
839.38 1686.28 23
818.88 1732.75 10
814.81 1742.18 15
858.79 1691.58 3
853.52 1706.45 8
833.66 1730.99 24
875.06 1704.12 11
820.71 1746.08 14
872.18 1721.1 3
894.04 1718.42 15
909.11 1721.51 6
874.31 1738.92 6
840.57 1750.06 11
825.49 1754.12 13
830.51 1755.73 23
893.38 1285.15 3
915.04 1290.68 17
926.52 1297.9 10
849.59 1287.89 13
848.62 1288.57 21
926.46 1318.17 14
902.19 1314.62 0
869.46 1302.72 5
866.53 1303.97 22
921.13 1347.31 13
889.41 1329.97 9
849.95 1298.03 24
864.49 1316.45 6
880.3 1341.97 19
871.43 1337.66 9
844.66 1299.06 12
854.0 1321.48 20
842.2 1298.95 7
869.79 1391.64 15
848.61 1335.56 2
851.53 1376.86 12
844.41 1370.73 9
837.43 1318.61 20
831.74 1381.38 0
829.23 1346.44 16
828.05 1329.84 9
811.0 1380.47 0
804.27 1378.62 1
804.74 1359.85 18
812.88 1331.56 20
799.88 1345.83 2
815.79 1314.79 22
774.9 1360.46 16
778.21 1346.98 8
815.1 1305.05 17
836.06 1285.77 20
777.58 1325.7 12
755.65 1332.66 4
818.29 1294.32 10
742.74 1323.65 11
758.38 1310.95 16
734.69 1310.92 15
814.6 1289.12 20
729.14 1296.6 22
828.75 1285.44 7
824.53 1284.72 20
808.12 1282.1 5
756.91 1270.9 17
777.65 1270.22 17
812.19 1277.05 22
809.31 1273.89 5
774.04 1254.13 5
797.97 1262.4 22
822.53 1275.36 1
756.39 1221.32 0
764.12 1218.58 20
801.19 1247.56 20
769.11 1202.8 9
789.16 1218.05 13
834.65 1281.56 16
792.29 1198.85 9
808.35 1218.87 12
811.41 1212.18 5
821.69 1229.28 3
822.7 1213.23 7
822.08 1166.3 2
835.52 1260.22 22
836.88 1282.76 13
843.79 1206.62 12
837.67 1279.95 1
850.23 1227.82 13
846.99 1252.36 5
844.38 1265.74 14
848.54 1260.39 8
845.34 1270.03 22
876.18 1225.42 8
859.33 1255.76 9
878.32 1238.21 5
904.11 1219.06 2
873.06 1254.27 13
930.36 1216.19 1
907.4 1240.44 3
936.68 1231.36 8
902.3 1255.64 3
867.68 1273.79 15
876.41 1273.67 10
912.64 1268.85 23
919.86 1273.35 7
896.69 1280.92 22
947.12 1285.15 18
1210.2 1547.94 21
1187.92 1553.32 11
1185.79 1558.48 5
1193.58 1565.36 11
1195.71 1571.94 12
1109.2 1549.91 8
1196.03 1585.11 20
1116.75 1554.39 17
1133.04 1564.55 17
1119.7 1558.55 1
1185.26 1608.37 3
1196.3 1626.07 2
1110.58 1554.99 10
1188.93 1640.77 20
1109.67 1555.93 7
1156.14 1622.3 21
1109.74 1558.51 22
1120.35 1579.98 19
1112.31 1567.92 19
1103.74 1549.4 13
1139.69 1665.33 8
1122.98 1629.56 16
1123.61 1663.79 0
1116.44 1666.86 21
1108.51 1659.72 6
1102.77 1573.59 20
1101.06 1574.63 2
1087.47 1657.19 1
1084.17 1638.78 7
1102.11 1551.82 21
1083.08 1606.01 12
1053.69 1666.09 22
1082.64 1589.37 8
1085.67 1578.27 6
1039.18 1644.13 16
1025.88 1649.51 22
1080.81 1573.76 23
1019.84 1632.61 1
1084.77 1564.41 12
1025.54 1608.99 11
1093.61 1554.52 22
1085.08 1558.77 7
1013.57 1594.13 7
1048.28 1571.96 24
1069.09 1560.35 16
1000.49 1578.09 7
1022.75 1566.1 14
1079.79 1551.68 15
991.67 1558.58 21
1057.82 1549.38 2
1016.99 1545.2 15
1074.67 1545.21 9
1085.13 1545.05 4
1101.55 1547.57 17
1079.52 1540.99 22
1067.83 1535.07 21
1022.1 1512.45 1
1025.22 1507.75 22
1101.18 1546.74 2
997.91 1475.46 23
1002.13 1468.47 13
1013.42 1467.63 9
1101.79 1546.52 19
1054.5 1491.76 14
1083.36 1521.89 16
1034.55 1444.78 10
1051.7 1458.76 3
1069.68 1480.35 0
1098.27 1536.2 14
1068.42 1447.5 24
1071.42 1433.06 14
1089.85 1484.23 12
1099.79 1524.33 14
1098.22 1485.5 9
1102.41 1499.05 13
1104.95 1510.77 11
1113.69 1453.7 6
1118.43 1461.45 0
1106.06 1536.08 18
1118.71 1498.0 14
1143.73 1441.81 7
1137.76 1472.22 12
1160.26 1441.39 23
1112.5 1532.91 7
1127.72 1513.48 8
1179.01 1454.6 0
1146.45 1501.09 12
1137.08 1515.61 17
1173.62 1488.83 24
1161.48 1505.01 2
1113.56 1541.26 19
1207.37 1489.97 16
1107.76 1545.76 14
1158.52 1525.78 13
1199.13 1516.42 11
1106.86 1546.98 7
1167.42 1535.56 0
1207.96 1534.56 7
1184.9 1542.74 13
1139.23 1547.94 18
1318.55 1607.15 0
1322.47 1607.88 7
1317.32 1607.79 24
1368.66 1620.61 12
1415.75 1640.89 22
1364.05 1628.47 6
1408.27 1656.26 9
1326.09 1615.11 9
1383.34 1658.89 22
1338.24 1628.84 12
1331.03 1625.24 7
1366.37 1670.69 12
1347.37 1655.25 17
1327.88 1631.66 8
1328.53 1638.1 13
1344.98 1686.99 10
1338.47 1689.06 22
1332.41 1693.14 3
1313.96 1611.88 11
1319.3 1707.77 12
1311.54 1695.08 16
1310.6 1634.16 24
1309.51 1628.07 14
1294.12 1679.64 17
1309.86 1616.9 7
1268.91 1707.19 12
1294.4 1641.97 9
1284.02 1652.15 2
1276.58 1654.83 5
1307.1 1613.98 14
1257.85 1659.38 7
1230.29 1673.73 17
1256.47 1645.73 20
1227.04 1656.19 14
1231.07 1645.6 17
1216.2 1643.46 4
1295.71 1612.17 5
1299.17 1609.99 23
1250.13 1614.72 23
1287.01 1608.19 6
1211.19 1603.08 8
1236.39 1597.93 16
1285.97 1601.64 0
1233.48 1584.34 16
1218.28 1571.61 18
1225.02 1565.86 11
1219.8 1553.99 19
1298.77 1597.28 20
1252.37 1558.28 3
1288.38 1583.68 10
1258.74 1546.89 10
1260.04 1537.98 3
1309.75 1601.7 1
1296.95 1577.03 12
1300.0 1577.18 18
1291.25 1544.43 6
1299.48 1554.9 14
1294.06 1500.83 13
1309.06 1564.71 12
1312.39 1562.04 9
1318.37 1522.08 15
1313.81 1603.46 6
1318.08 1585.59 19
1325.86 1566.25 2
1324.35 1579.28 17
1327.03 1579.23 20
1338.0 1565.63 13
1343.53 1564.46 18
1314.6 1605.58 3
1356.52 1563.04 0
1369.4 1558.35 17
1317.47 1604.05 1
1360.2 1577.95 11
1347.07 1589.68 2
1357.06 1588.76 23
1352.68 1594.17 16
1365.19 1594.52 22
1397.88 1593.57 13
1362.12 1603.25 19
1391.45 1607.15 4
1518.33 1750.56 23
1541.14 1752.03 13
1601.03 1761.16 12
1556.12 1757.91 13
1606.17 1773.44 19
1623.25 1785.14 4
1547.47 1762.37 15
1607.2 1793.03 8
1609.67 1801.58 16
1548.27 1770.03 16
1565.52 1785.57 15
1587.91 1809.25 8
1521.28 1753.71 1
1575.17 1812.48 1
1591.34 1840.87 12
1584.1 1843.43 1
1578.03 1847.36 8
1576.47 1859.75 10
1558.72 1839.8 14
1545.42 1822.41 21
1533.61 1800.85 0
1528.84 1795.35 14
1536.51 1855.69 10
1525.91 1821.8 22
1519.9 1791.08 13
1516.31 1855.42 12
1508.64 1867.95 5
1500.59 1871.44 6
1514.41 1767.56 17
1507.11 1789.83 15
1508.7 1777.36 14
1471.17 1862.28 13
1510.78 1765.07 17
1513.24 1758.75 16
1468.29 1825.23 10
1498.98 1775.51 22
1459.85 1817.63 10
1458.15 1811.34 11
1456.31 1805.72 3
1429.92 1819.8 18
1502.58 1761.16 22
1468.35 1780.27 18
1434.29 1793.7 2
1460.7 1775.62 2
1430.99 1782.22 17
1396.62 1786.19 14
1512.06 1751.89 23
1440.72 1762.92 21
1399.85 1761.84 4
1422.94 1753.58 6
1412.71 1747.22 14
1506.84 1749.5 2
1449.57 1739.61 23
1470.13 1739.75 16
1433.36 1725.72 20
1512.71 1748.65 24
1502.75 1743.9 8
1495.87 1739.17 19
1444.1 1706.33 21
1493.06 1733.41 4
1445.46 1693.54 8
