10 1160 2 4 12500 1000 40 70
4361.0 1669.74
1518.94 2854.81
1663.13 1251.5
1317.13 1051.62
1730.8 2682.6
1805.03 1406.76
1831.15 2865.56
1842.53 1145.52
2199.27 1958.02
1472.95 897.13
2198.91 2051.12
882.94 2773.43 14
868.45 2808.71 21
892.22 2738.18 14
881.75 2759.83 18
889.33 2742.08 12
875.02 2764.71 4
819.74 2842.94 17
870.19 2764.4 3
838.47 2798.74 2
877.22 2750.59 12
824.53 2799.36 17
791.42 2821.18 10
833.0 2779.79 4
877.38 2743.92 21
778.5 2803.83 8
847.65 2757.68 19
878.68 2739.59 1
798.42 2772.12 18
793.77 2767.93 6
831.45 2750.76 5
860.11 2740.23 23
849.93 2740.22 17
783.84 2746.57 11
826.73 2737.24 3
838.66 2733.32 10
822.94 2729.94 19
805.36 2724.74 21
792.86 2718.3 16
867.93 2726.82 7
894.6 2731.79 2
782.1 2698.16 12
846.82 2714.7 6
812.63 2697.49 16
835.78 2703.43 1
786.09 2672.23 0
889.5 2728.57 4
801.85 2667.27 22
888.48 2726.95 14
843.04 2687.12 5
851.24 2689.99 6
875.77 2711.53 10
890.25 2726.45 4
863.58 2690.53 23
886.65 2719.8 13
876.47 2701.38 0
869.81 2684.84 20
872.03 2682.96 18
872.61 2676.78 10
881.35 2692.63 24
859.27 2607.05 12
894.37 2730.07 12
871.26 2596.15 8
878.21 2593.04 11
891.75 2686.09 18
893.86 2662.54 15
900.03 2599.39 24
896.49 2713.41 24
900.77 2690.89 4
913.51 2638.47 24
918.92 2637.61 0
903.18 2705.01 20
934.42 2625.36 23
911.53 2693.21 10
900.75 2719.84 9
962.55 2612.04 5
927.2 2680.99 14
937.0 2672.74 9
948.15 2664.91 22
941.12 2679.64 20
966.57 2659.09 6
897.32 2729.52 12
918.02 2712.79 19
921.23 2712.4 0
949.94 2695.63 22
897.8 2730.07 19
909.25 2724.39 1
899.68 2729.63 4
1005.14 2689.08 11
940.02 2717.0 14
982.64 2708.09 14
1018.83 2705.24 17
913.54 2728.84 21
905.35 2730.72 17
925.51 2730.21 8
972.74 2731.84 3
1007.57 2103.94 0
955.06 2107.54 12
968.06 2113.26 1
955.54 2115.03 20
988.81 2129.92 8
945.98 2119.08 11
970.64 2135.33 21
963.77 2137.45 12
961.82 2142.27 20
974.04 2159.69 3
926.95 2121.3 21
910.22 2104.28 0
966.72 2184.09 24
955.06 2179.75 10
951.83 2189.07 7
911.04 2106.73 20
918.21 2130.84 3
929.9 2193.75 3
918.3 2163.61 22
914.57 2181.59 17
907.91 2205.89 23
900.45 2199.0 9
891.4 2206.42 1
901.84 2134.57 15
880.73 2187.04 13
880.89 2169.42 14
862.67 2191.06 18
885.11 2142.11 13
862.73 2165.25 12
906.86 2107.34 16
889.36 2123.32 7
890.02 2119.92 17
827.97 2159.6 5
842.48 2142.29 2
859.95 2127.31 2
847.97 2127.12 1
885.58 2110.9 19
802.86 2125.52 11
803.12 2116.74 20
864.82 2105.74 19
848.07 2101.48 8
896.57 2102.34 14
809.98 2083.8 16
813.2 2076.29 22
839.86 2077.73 24
821.67 2062.66 3
840.94 2064.72 23
853.85 2065.86 1
831.31 2040.87 24
848.57 2046.13 18
885.7 2077.17 12
845.9 2020.78 10
884.11 2064.23 24
887.73 2063.01 12
870.66 2015.41 0
885.56 2034.59 4
887.34 2018.48 8
908.38 2095.33 8
908.06 2085.12 22
907.79 1996.14 20
916.27 1997.91 14
922.93 2011.22 11
917.61 2069.43 19
942.24 1998.87 0
935.92 2038.47 12
915.71 2092.2 12
934.45 2062.75 4
939.07 2062.81 16
971.55 2030.18 21
918.59 2095.11 18
929.45 2086.97 2
925.04 2092.78 6
912.18 2102.54 18
959.07 2078.53 0
942.17 2090.4 20
990.23 2077.5 1
994.53 2083.36 21
981.44 2092.47 5
982.38 2098.17 22
970.1 2103.94 21
542.59 2153.36 5
502.44 2154.93 13
537.92 2161.04 14
493.47 2156.39 20
567.41 2176.63 15
574.16 2185.03 14
590.03 2198.32 22
486.95 2157.76 18
526.71 2180.62 1
585.58 2222.68 1
554.53 2209.92 20
544.34 2209.26 24
477.79 2153.43 24
517.49 2196.42 13
543.9 2234.83 23
526.77 2222.25 21
520.89 2222.95 24
510.74 2214.99 7
515.28 2235.63 14
492.4 2191.8 1
505.79 2243.66 20
485.94 2187.28 6
489.48 2220.12 19
488.41 2249.3 22
481.47 2232.32 17
476.06 2257.5 13
475.93 2175.79 22
475.8 2166.64 15
475.24 2165.2 8
455.89 2232.27 15
458.02 2210.27 11
427.93 2272.22 0
425.75 2258.2 22
424.92 2244.8 1
445.21 2202.21 20
470.48 2162.87 20
454.14 2180.56 24
444.69 2186.91 7
404.9 2218.5 8
443.53 2180.24 11
414.8 2196.67 0
381.04 2211.23 18
387.42 2199.91 13
436.45 2171.42 6
404.01 2180.18 12
357.01 2188.8 0
448.54 2159.95 3
390.88 2167.25 8
465.02 2154.57 16
444.12 2154.42 15
474.03 2153.24 19
357.34 2141.86 24
452.84 2149.38 12
451.2 2147.37 1
409.44 2133.31 21
357.69 2109.67 18
409.69 2123.59 8
475.69 2152.32 19
400.73 2107.27 19
408.95 2106.02 21
394.96 2088.28 18
412.45 2094.97 6
461.67 2137.06 9
401.26 2065.12 18
440.31 2104.21 11
432.37 2085.21 1
452.08 2108.95 12
469.19 2136.16 20
474.59 2145.89 18
469.96 2130.97 0
457.5 2080.26 15
472.06 2126.34 11
466.69 2076.68 8
477.2 2146.9 19
476.99 2107.53 1
479.84 2108.62 18
491.06 2033.65 2
481.33 2132.82 11
505.29 2039.69 1
505.62 2063.62 5
504.69 2082.74 8
498.24 2108.42 10
480.01 2149.06 3
541.4 2050.71 20
544.73 2059.24 19
526.46 2093.36 4
515.9 2112.02 6
528.09 2105.33 2
479.45 2151.9 6
543.8 2104.69 4
539.03 2113.95 20
543.69 2116.65 1
541.78 2122.86 10
595.81 2106.08 7
513.25 2141.69 12
540.69 2137.02 1
567.54 2136.05 11
556.5 2143.3 0
485.87 2152.84 3
534.8 2153.36 22
522.84 1853.78 0
505.18 1854.0 9
504.99 1854.2 6
618.61 1878.85 17
588.29 1878.81 0
579.99 1882.51 2
552.16 1876.39 0
534.61 1871.34 17
546.35 1881.87 12
515.17 1863.48 24
562.97 1905.74 14
529.52 1880.81 20
527.67 1882.82 12
555.86 1924.17 20
502.45 1854.44 11
519.67 1885.22 14
540.68 1935.66 13
512.99 1882.03 22
507.12 1870.3 4
508.0 1879.41 1
503.1 1860.54 1
502.18 1855.73 21
503.3 1926.95 21
497.4 1940.82 17
497.59 1889.4 12
492.45 1902.39 6
488.08 1905.16 22
483.89 1905.77 20
463.67 1942.99 23
479.02 1898.32 7
449.11 1940.63 24
487.97 1873.55 2
453.24 1913.07 21
461.64 1896.35 21
494.15 1860.98 3
437.98 1904.58 9
415.72 1912.82 24
478.06 1867.79 24
469.78 1869.7 13
490.78 1858.37 0
468.43 1864.82 18
461.76 1863.93 23
465.57 1860.28 23
463.43 1857.88 6
382.24 1858.01 15
465.33 1852.48 1
455.11 1848.79 11
419.72 1839.1 3
400.69 1828.22 4
438.5 1832.89 2
447.18 1831.35 10
455.47 1830.78 0
418.3 1804.78 1
462.82 1826.96 13
451.54 1813.73 5
421.11 1779.72 14
422.46 1769.9 17
450.8 1791.52 1
441.07 1768.0 15
467.63 1797.34 19
486.64 1824.0 24
467.06 1772.46 17
497.97 1842.19 15
472.48 1744.83 13
481.24 1748.13 22
496.22 1807.16 4
501.62 1846.37 0
503.62 1762.49 20
506.04 1808.24 22
510.66 1799.78 13
523.74 1760.76 2
536.7 1741.67 9
503.45 1850.08 17
528.52 1797.65 17
529.85 1804.22 17
516.12 1832.35 14
558.71 1779.66 6
554.67 1794.17 24
505.8 1850.05 3
527.55 1832.01 18
546.27 1821.14 10
534.5 1833.19 13
573.68 1815.16 5
506.94 1851.56 9
582.12 1824.27 3
570.5 1833.91 18
552.89 1842.84 13
603.09 1839.41 22
600.98 1846.78 17
599.81 1853.78 3
984.88 1901.67 18
1018.65 1909.95 9
935.81 1905.04 12
924.98 1904.15 11
957.13 1915.61 11
937.1 1911.04 12
997.6 1944.49 19
983.61 1944.5 3
916.76 1903.12 23
994.51 1970.99 1
966.39 1954.3 19
936.26 1927.36 23
960.64 1966.38 14
953.54 1966.77 19
936.66 1946.1 6
939.69 1964.4 8
935.67 1969.56 21
938.17 2006.85 10
916.59 1914.49 15
918.84 1969.44 14
913.79 1952.13 0
910.35 1946.2 0
899.47 1986.38 21
905.64 1936.3 21
897.16 1951.83 4
905.86 1921.81 24
895.88 1936.54 23
877.73 1958.66 13
896.25 1925.75 22
886.76 1932.64 13
908.95 1907.17 1
878.07 1931.13 10
853.54 1943.27 20
857.57 1934.2 21
836.45 1938.31 17
849.88 1925.95 22
851.56 1919.74 11
854.14 1913.89 6
806.11 1914.7 17
885.54 1902.83 6
828.41 1898.23 5
873.13 1896.67 12
880.75 1894.81 3
876.42 1890.7 18
835.44 1871.99 3
899.8 1894.65 20
881.46 1882.72 24
862.98 1866.49 12
852.55 1851.74 13
859.79 1849.85 11
852.92 1833.32 4
912.75 1899.01 2
907.32 1890.18 22
894.44 1864.16 16
896.79 1861.09 2
879.6 1801.55 14
911.87 1890.62 0
905.4 1849.74 24
905.47 1808.12 17
913.35 1829.14 11
919.69 1819.67 7
921.17 1856.21 2
916.68 1893.19 6
921.49 1879.91 1
950.06 1812.81 14
957.05 1815.81 15
969.71 1809.4 21
966.09 1829.27 16
934.77 1877.76 6
973.5 1841.79 22
958.95 1863.27 21
914.88 1901.61 7
941.64 1884.96 0
972.34 1871.92 13
920.56 1899.25 22
940.98 1893.05 12
1005.67 1879.57 3
916.08 1901.46 9
960.82 1898.0 10
1017.11 1901.67 1
1004.57 1986.34 23
1015.68 1987.75 22
1087.52 2000.7 18
1014.89 1990.44 11
1029.53 1996.71 21
1009.84 1991.3 13
1028.09 2001.88 3
1057.41 2023.3 9
1005.28 1991.69 22
1057.3 2037.88 15
1047.34 2036.64 18
1058.38 2058.58 1
1042.22 2048.7 17
1006.33 2000.28 3
998.96 1988.21 6
1033.57 2075.89 21
1028.87 2086.66 16
1020.75 2088.54 23
1012.89 2092.36 18
1002.32 2058.01 15
997.2 2028.37 18
991.71 2049.82 15
990.37 2028.73 9
990.86 2013.48 13
979.35 2039.51 22
964.36 2062.25 12
976.26 2026.49 13
970.85 2028.15 2
934.53 2068.82 4
971.33 2015.85 19
985.19 1998.44 4
939.73 2033.12 18
982.02 1997.22 18
982.47 1995.19 12
917.74 2023.89 21
956.46 2001.9 19
949.53 2000.21 20
908.05 2004.48 3
993.52 1986.88 6
944.08 1988.49 17
984.71 1985.81 10
933.3 1978.58 23
902.34 1967.06 1
984.57 1982.5 4
898.63 1949.16 14
984.83 1980.17 6
918.37 1941.05 6
922.14 1934.81 13
978.42 1970.61 12
984.68 1973.76 14
966.2 1951.18 22
981.56 1964.94 15
997.55 1985.6 15
978.19 1949.76 10
973.61 1931.29 9
975.78 1923.02 13
981.32 1923.11 14
981.07 1892.52 18
995.39 1959.82 13
996.3 1898.93 14
1004.26 1882.2 4
1012.25 1884.87 24
1016.68 1902.48 21
1019.9 1915.23 20
1015.04 1943.49 5
1036.13 1908.94 23
999.2 1984.39 10
1011.38 1967.51 15
1029.72 1948.41 3
1068.66 1914.31 8
1050.3 1940.89 24
1068.9 1934.0 11
1006.12 1981.31 14
1083.92 1941.94 3
1015.65 1978.94 15
1062.54 1965.1 6
1078.9 1966.68 6
1051.91 1977.7 11
1007.88 1985.56 13
1069.0 1986.34 23
1344.54 1350.66 3
1390.29 1357.29 17
1343.55 1357.34 10
1336.5 1359.25 13
1353.22 1367.1 21
1309.75 1355.52 14
1335.74 1368.33 0
1338.26 1373.13 5
1351.1 1385.22 22
1335.77 1379.58 13
1329.12 1378.43 9
1354.92 1408.01 24
1347.62 1408.46 6
1307.73 1365.27 19
1317.28 1382.13 9
1329.61 1409.52 12
1335.84 1433.87 20
1314.43 1396.68 7
1300.31 1362.83 15
1300.76 1368.69 2
1306.96 1415.65 12
1297.75 1364.26 9
1297.44 1401.25 20
1293.8 1402.53 0
1289.46 1407.68 16
1276.82 1450.96 9
1273.66 1435.08 0
1263.23 1446.26 1
1257.56 1441.36 18
1294.25 1355.11 20
1238.23 1446.39 2
1239.32 1431.2 22
1239.36 1420.18 16
1275.94 1372.38 8
1254.51 1389.13 17
1222.5 1409.4 20
1257.32 1377.5 12
1205.16 1404.14 4
1256.22 1370.58 10
1202.18 1389.26 11
1197.53 1383.21 16
1191.03 1377.27 15
1209.92 1366.11 20
1236.34 1357.06 22
1208.19 1353.78 7
1232.45 1348.39 20
1178.61 1338.12 5
1243.48 1341.19 17
1192.96 1324.53 17
1273.44 1343.06 22
1254.87 1333.61 5
1255.17 1330.21 5
1246.53 1321.38 22
1268.62 1331.55 1
1284.87 1341.39 0
1235.11 1294.42 20
1243.87 1295.12 20
1268.45 1316.5 9
1285.89 1335.66 13
1241.13 1259.68 16
1293.83 1345.39 9
1264.3 1275.62 12
1272.23 1280.89 5
1293.74 1340.32 3
1286.92 1301.71 7
1291.38 1309.09 2
1292.38 1272.04 22
1298.46 1242.0 13
1296.89 1346.71 12
1307.88 1279.91 1
1303.13 1322.48 13
1323.53 1263.45 5
1327.88 1270.01 14
1307.49 1327.49 8
1343.43 1267.2 22
1356.85 1259.1 8
1313.1 1329.02 9
1374.87 1262.0 5
1299.46 1347.79 2
1330.46 1321.74 13
1351.47 1310.15 1
1327.68 1330.93 3
1338.55 1328.03 8
1316.2 1341.8 3
1379.17 1320.21 15
1386.73 1324.49 10
1389.4 1330.69 23
1381.63 1338.56 7
1367.09 1345.67 22
1361.55 1350.66 18
1546.06 1694.62 21
1578.04 1702.82 11
1497.27 1698.17 5
1576.1 1719.17 11
1515.75 1707.99 12
1533.39 1719.08 8
1532.5 1724.27 20
1515.33 1719.62 17
1502.17 1714.57 17
1544.34 1754.77 1
1498.13 1718.04 3
1487.13 1708.94 2
1498.53 1727.6 10
1521.91 1773.15 20
1489.53 1723.81 7
1498.19 1752.62 21
1482.57 1718.7 22
1496.52 1790.67 19
1480.77 1734.57 19
1479.08 1760.0 13
1473.55 1776.49 8
1465.02 1796.4 16
1463.54 1758.94 0
1454.73 1771.95 21
1467.23 1717.23 6
1444.59 1763.56 20
1466.83 1710.0 2
1425.07 1771.66 1
1445.93 1732.61 7
1448.91 1723.64 21
1457.4 1711.37 12
1466.55 1701.54 22
1443.01 1716.47 8
1438.18 1715.66 6
1377.66 1740.23 16
1459.56 1700.47 22
1398.09 1716.65 23
1467.07 1696.26 1
1378.03 1706.27 12
1467.99 1694.91 11
1460.28 1694.03 22
1403.15 1685.99 7
1421.5 1683.81 7
1432.35 1682.39 24
1407.81 1669.43 16
1446.75 1681.33 7
1450.85 1680.79 14
1429.24 1663.43 15
1419.96 1650.33 21
1473.47 1693.02 2
1408.36 1620.81 15
1443.42 1653.38 9
1470.83 1687.94 4
1459.68 1666.07 17
1433.83 1601.43 22
1457.33 1643.86 21
1470.38 1676.48 1
1468.65 1658.56 22
1466.25 1605.18 2
1473.52 1611.33 23
1478.49 1639.12 13
1476.42 1685.71 9
1498.82 1588.22 19
1489.69 1647.4 14
1490.54 1655.89 16
1488.78 1666.98 10
1510.0 1636.11 3
1495.95 1665.3 0
1479.39 1689.57 14
1537.32 1631.23 24
1541.7 1636.77 14
1524.82 1657.95 12
1533.81 1658.13 14
1529.33 1666.62 9
1568.49 1655.43 13
1536.55 1674.41 11
1580.45 1669.02 6
1571.42 1679.18 0
1527.46 1690.46 18
1517.15 1694.62 14
1234.95 2000.0 7
1321.22 2006.6 12
1247.39 2005.42 23
1308.29 2017.89 7
1300.12 2022.26 8
1222.92 2007.2 0
1257.43 2020.05 12
1205.23 2003.47 17
1305.83 2049.24 24
1251.75 2028.54 2
1222.58 2015.34 19
1231.08 2022.84 16
1199.32 2002.23 14
1241.9 2037.37 13
1277.47 2074.01 11
1204.37 2008.2 7
1279.07 2093.26 0
1232.78 2045.77 7
1264.04 2094.83 13
1271.45 2117.9 18
1246.44 2088.68 0
1209.79 2027.13 7
1204.51 2018.99 24
1206.9 2028.52 12
1199.33 2009.75 22
1214.61 2071.57 6
1203.31 2035.07 9
1199.69 2023.32 9
1201.18 2052.88 22
1201.31 2127.1 12
1195.66 2046.98 7
1189.19 2107.2 12
1181.02 2127.81 17
1189.17 2041.0 8
1181.23 2065.95 13
1188.81 2026.26 10
1171.69 2071.79 22
1174.23 2054.76 3
1166.81 2063.31 11
1167.1 2054.92 12
1138.33 2096.41 16
1150.09 2068.39 24
1184.45 2015.66 14
1151.03 2053.77 17
1112.26 2089.75 7
1110.15 2082.78 12
1125.86 2060.87 9
1175.26 2016.31 2
1152.37 2030.51 5
1140.13 2034.77 14
1164.66 2017.34 7
1081.53 2055.26 17
1142.4 2022.53 20
1140.47 2019.94 14
1191.87 2001.32 17
1167.25 2007.03 4
1136.06 2011.26 5
1119.71 2010.17 23
1168.7 2002.19 23
1167.49 2000.76 6
1094.06 1997.3 8
1140.51 1995.57 16
1126.77 1990.77 0
1083.2 1978.86 16
1160.22 1991.27 18
1191.03 1998.43 11
1141.75 1980.52 19
1085.6 1953.73 20
1107.35 1957.17 3
1093.6 1943.7 10
1184.14 1992.48 10
1179.04 1988.02 3
1093.06 1919.89 1
1179.0 1985.06 12
1116.39 1923.21 18
1182.31 1985.07 6
1155.22 1951.22 14
1184.53 1984.44 13
1191.16 1992.42 12
1183.2 1978.24 9
1179.99 1969.35 15
1193.45 1993.93 6
1151.13 1887.87 19
1176.49 1942.23 2
1195.86 1998.53 17
1181.37 1934.7 20
1178.45 1897.13 13
1193.01 1972.59 18
1189.86 1902.87 3
1195.38 1932.18 0
1199.69 1913.87 17
1201.62 1942.35 1
1216.05 1864.76 11
1213.93 1912.0 2
1213.77 1931.71 23
1199.97 1988.23 16
1208.5 1967.18 22
1232.17 1917.23 13
1211.98 1968.47 19
1218.69 1960.39 4
1230.19 1946.82 23
1271.41 1894.85 13
1231.85 1955.39 12
1270.76 1916.1 13
1267.12 1928.21 19
1258.76 1943.04 4
1291.99 1921.59 15
1209.06 1990.61 8
1289.03 1939.13 16
1202.4 1996.43 16
1237.69 1978.69 15
1249.73 1975.98 8
1207.65 1995.6 1
1326.41 1957.34 1
1307.91 1969.83 12
1330.63 1971.19 1
1214.64 1997.07 8
1272.0 1991.97 10
1215.91 1998.96 14
1209.1 2000.0 21
