4 520 3 4 3500 1000 40 70
3944.0 1526.43
1951.32 2308.22
1959.65 1718.81
1984.8 1314.31
2042.75 1406.13
1557.56 2022.37 24
1530.89 2000.58 0
1535.05 2004.86 20
1614.32 2094.7 23
1543.22 2016.26 10
1546.05 2022.11 9
1568.57 2060.11 5
1571.96 2073.73 14
1539.46 2018.5 9
1549.67 2044.77 22
1578.37 2129.25 20
1563.26 2105.37 6
1537.52 2028.35 12
1556.73 2131.96 19
1530.91 2004.53 0
1534.73 2048.32 22
1535.76 2139.1 19
1529.22 2078.26 1
1524.95 2080.27 4
1515.19 2126.18 11
1512.83 2100.51 14
1512.98 2075.67 14
1496.72 2117.83 17
1527.29 2008.65 21
1490.74 2098.13 17
1502.29 2060.07 8
1520.94 2017.53 3
1494.39 2059.67 0
1463.91 2098.23 12
1469.85 2079.98 1
1490.82 2046.85 20
1460.04 2075.0 8
1505.43 2023.86 11
1518.17 2010.44 21
1523.93 2004.91 12
1506.56 2016.46 20
1417.18 2070.01 3
1438.68 2050.22 21
1426.0 2050.21 0
1430.85 2041.56 24
1506.13 2008.62 10
1447.58 2024.71 7
1429.4 2024.42 20
1449.69 2015.06 3
1483.11 2006.26 3
1457.68 2005.76 22
1417.53 2002.98 17
1485.93 1998.83 23
1450.77 1993.69 9
1445.04 1988.69 1
1506.41 1995.54 15
1498.47 1992.3 13
1421.57 1967.52 14
1430.46 1964.34 18
1511.95 1992.35 13
1456.2 1964.34 12
1486.35 1975.92 16
1508.19 1986.34 7
1445.53 1941.14 17
1432.2 1923.9 5
1478.86 1955.58 2
1490.72 1962.0 2
1510.57 1978.98 1
1451.55 1906.49 19
1494.95 1953.25 11
1502.2 1958.46 20
1519.44 1982.02 19
1485.0 1914.84 8
1496.61 1927.71 14
1505.36 1938.17 16
1507.41 1933.3 22
1495.89 1879.23 24
1518.0 1946.32 3
1507.25 1867.25 23
1519.3 1908.28 1
1528.33 1970.91 24
1528.83 1892.57 18
1532.84 1934.73 12
1535.26 1945.9 10
1539.17 1939.01 24
1542.95 1936.73 12
1562.67 1873.47 0
1549.53 1938.47 4
1542.94 1965.92 8
1579.6 1886.2 8
1579.23 1901.63 22
1571.21 1927.59 20
1565.0 1945.5 14
1586.83 1920.81 11
1608.75 1901.57 19
1549.74 1978.04 0
1606.37 1922.87 12
1593.43 1942.41 12
1590.4 1950.72 4
1627.39 1928.64 16
1646.89 1923.45 21
1604.07 1956.95 18
1533.28 1998.44 2
1612.36 1963.09 6
1609.97 1969.12 18
1550.68 1993.3 0
1638.7 1970.69 20
1583.64 1988.55 1
1537.27 1998.88 21
1562.89 1996.54 5
1556.95 1998.59 22
1647.83 2000.0 21
