5 730 1 4 12500 1000 40 40
4558.67 1512.25
1866.64 1501.07
1889.47 2456.99
2170.12 2266.14
1098.1 3195.98
1752.81 2934.49
964.2 2286.27 23
953.96 2260.23 10
948.57 2239.84 24
949.65 2258.99 21
948.93 2329.19 6
944.24 2287.27 23
946.04 2240.7 12
934.87 2294.07 15
925.32 2312.02 14
930.0 2280.69 10
922.61 2288.55 11
942.24 2240.93 3
937.53 2247.2 21
907.07 2287.81 17
920.33 2263.99 8
910.98 2269.51 2
861.17 2310.08 11
936.42 2239.87 24
945.53 2232.46 4
921.84 2246.16 21
870.6 2269.16 0
924.81 2240.48 24
913.18 2242.5 13
886.45 2246.64 7
903.78 2239.06 1
870.57 2239.46 2
865.48 2234.2 21
900.23 2229.66 2
896.72 2225.95 14
832.95 2210.94 10
890.69 2217.06 7
857.49 2201.82 12
836.16 2185.89 11
933.97 2224.78 22
935.67 2224.57 7
929.08 2218.92 17
936.12 2222.53 21
882.24 2171.85 7
926.67 2209.66 12
941.83 2224.78 12
924.01 2198.67 21
897.77 2150.17 9
928.1 2194.31 7
924.18 2177.75 2
937.07 2202.25 15
915.83 2115.6 22
933.77 2163.02 13
942.75 2195.45 4
946.0 2208.68 8
947.53 2212.98 20
950.16 2197.94 9
964.02 2126.34 19
950.42 2217.55 8
978.11 2131.43 5
988.3 2125.57 22
959.57 2205.13 12
948.79 2228.48 3
963.03 2207.29 24
949.46 2228.37 20
997.77 2174.08 2
993.98 2185.36 11
978.39 2204.73 23
1040.3 2162.67 23
1043.2 2170.49 18
1013.82 2195.43 18
1019.98 2198.51 0
1058.26 2190.4 7
1014.04 2211.93 21
1037.97 2211.8 0
1014.51 2221.75 14
994.36 2227.98 19
1046.63 2231.32 3
359.38 2351.51 5
364.34 2357.5 21
293.21 2354.47 14
389.53 2374.54 20
275.12 2352.82 23
288.27 2357.49 13
357.15 2386.37 12
325.63 2377.96 18
291.2 2363.27 2
315.42 2380.66 6
369.2 2424.5 6
291.52 2369.51 19
282.34 2363.21 13
286.63 2369.44 22
338.91 2436.25 7
293.52 2384.45 13
284.06 2374.06 7
323.56 2451.34 0
317.82 2456.07 12
272.77 2358.56 8
300.46 2449.24 4
279.36 2389.79 10
286.87 2446.76 21
277.58 2418.83 4
275.62 2467.91 21
268.38 2457.97 12
265.69 2406.66 0
257.14 2441.44 3
255.49 2421.21 13
243.85 2446.38 21
228.84 2470.65 4
253.58 2390.89 2
216.79 2459.03 5
250.88 2384.75 17
206.73 2446.72 7
206.86 2434.58 9
243.0 2382.76 6
254.82 2367.02 13
230.09 2387.29 0
179.37 2422.84 1
242.87 2370.24 7
265.23 2354.41 0
185.82 2394.95 3
227.96 2369.94 23
167.19 2388.96 19
161.2 2383.48 14
256.29 2354.63 5
187.13 2364.79 22
161.66 2361.87 12
231.84 2352.73 11
187.3 2348.89 1
226.92 2347.39 15
203.91 2340.93 21
254.51 2348.0 3
264.85 2349.98 6
150.18 2307.87 14
235.24 2336.27 15
199.62 2315.19 24
174.47 2294.28 14
204.48 2306.36 11
233.02 2322.37 5
229.44 2315.16 22
269.01 2350.44 15
188.91 2257.85 23
212.61 2276.01 16
234.06 2297.38 2
243.22 2304.99 1
255.01 2321.13 6
237.74 2274.31 18
249.72 2292.72 18
263.18 2326.57 21
265.96 2331.86 12
260.96 2288.09 23
262.94 2261.81 17
268.53 2254.01 4
270.42 2344.16 7
272.49 2329.82 10
285.02 2266.73 3
293.42 2255.3 17
298.58 2259.82 10
280.98 2322.98 2
288.52 2311.12 19
297.83 2299.72 1
314.77 2279.47 21
331.64 2265.06 20
304.2 2309.51 14
352.55 2262.22 21
352.25 2273.16 14
298.41 2327.74 18
369.01 2278.67 12
364.42 2290.88 4
283.55 2344.01 17
339.6 2318.42 3
379.45 2307.72 2
276.9 2349.27 12
301.94 2343.25 17
373.76 2331.53 10
361.49 2339.85 4
342.33 2346.92 21
275.63 2351.51 8
916.09 1944.12 19
942.22 1948.76 1
958.21 1956.03 18
980.03 1967.48 6
986.11 1977.76 5
896.34 1949.32 23
964.78 1985.91 17
906.43 1958.1 11
960.05 2000.33 3
887.85 1947.5 10
930.79 1991.89 19
948.93 2021.89 21
897.68 1963.49 16
939.65 2037.69 7
931.77 2041.28 2
901.29 1987.8 12
889.98 1963.72 6
902.32 2026.72 16
892.05 2001.88 1
884.67 1956.02 0
882.25 2029.8 4
873.63 2047.61 22
872.19 2009.17 14
870.64 1994.46 5
871.03 1980.87 6
852.31 2015.45 10
833.5 2037.11 4
857.13 1985.37 23
854.77 1982.03 13
813.46 2021.99 0
804.22 2019.23 20
847.25 1973.56 18
877.98 1948.17 10
792.08 1996.35 24
815.47 1976.14 12
821.74 1967.38 12
799.62 1968.22 8
860.53 1948.84 11
788.16 1955.6 18
820.68 1946.63 15
816.62 1941.44 24
862.54 1941.55 24
863.11 1939.91 4
871.74 1940.63 24
791.82 1909.66 0
807.68 1908.45 20
816.31 1905.66 23
798.21 1885.89 10
873.32 1935.59 9
816.05 1880.15 5
853.59 1910.57 14
853.09 1904.03 9
875.63 1931.32 22
866.43 1911.82 20
847.34 1861.59 6
863.76 1886.67 12
856.03 1838.49 19
878.51 1914.04 0
878.79 1892.37 22
882.23 1857.31 19
884.68 1931.96 1
897.79 1845.38 4
898.79 1877.37 11
896.32 1903.88 14
919.35 1854.91 14
929.62 1851.33 17
933.78 1860.4 21
931.28 1877.32 17
917.5 1903.96 8
925.0 1902.25 3
959.07 1878.79 0
960.61 1887.48 12
925.81 1918.06 1
931.98 1919.28 20
972.28 1907.02 8
945.58 1923.82 11
986.51 1919.17 21
893.07 1942.65 12
970.09 1937.25 20
961.8 1944.12 3
851.44 1278.26 21
940.79 1286.67 0
919.24 1291.73 24
910.49 1296.55 10
860.67 1286.62 7
850.58 1284.69 20
909.52 1316.65 3
893.86 1314.73 3
865.6 1300.67 22
900.8 1335.26 17
848.05 1291.3 23
883.61 1336.13 9
890.97 1356.89 1
891.22 1372.27 15
866.67 1342.07 13
848.48 1311.55 14
841.25 1297.71 18
840.76 1302.97 13
836.44 1286.61 12
836.43 1297.67 16
833.19 1382.77 7
824.56 1385.65 17
830.71 1303.43 5
824.58 1318.69 2
816.49 1331.68 2
805.09 1346.29 1
826.58 1294.27 19
807.21 1321.39 11
769.84 1363.24 20
775.44 1344.35 19
821.6 1291.13 8
790.45 1314.21 14
775.2 1319.04 16
816.72 1288.8 22
809.55 1290.29 24
770.69 1302.41 3
747.44 1303.36 23
748.36 1295.77 1
749.99 1288.48 24
808.27 1279.33 18
776.31 1275.91 12
781.57 1271.82 10
737.39 1258.54 24
814.16 1272.23 12
781.83 1258.27 0
745.01 1236.05 4
814.38 1266.38 8
768.0 1232.58 8
809.45 1257.55 22
757.78 1205.26 20
771.71 1208.04 14
828.3 1269.21 11
818.23 1252.06 19
783.93 1183.63 0
794.57 1186.54 12
809.6 1205.25 12
828.88 1254.1 4
827.24 1233.86 16
831.17 1237.17 21
833.49 1189.09 18
839.98 1199.27 2
842.65 1225.54 6
856.19 1184.15 18
863.14 1187.59 0
865.74 1201.48 20
842.4 1263.77 1
871.69 1217.06 21
866.4 1234.32 5
841.37 1270.95 22
873.73 1239.03 21
915.37 1208.6 5
854.26 1264.23 13
887.84 1245.53 14
869.41 1260.61 20
919.49 1242.88 15
848.77 1273.81 14
910.51 1259.96 22
842.13 1277.16 18
843.17 1277.63 1
932.5 1278.26 1
1240.95 1802.84 20
1219.82 1806.82 24
1236.0 1812.89 24
1284.63 1827.4 13
1183.41 1809.63 23
1159.69 1803.65 21
1236.52 1834.58 24
1162.38 1805.29 7
1212.96 1833.85 14
1188.52 1822.95 1
1175.4 1816.22 20
1179.95 1821.91 6
1170.83 1815.81 19
1209.8 1859.76 22
1182.51 1833.96 17
1196.59 1858.12 13
1211.09 1889.65 22
1181.58 1848.29 15
1209.52 1917.34 8
1189.53 1887.38 15
1193.71 1920.16 11
1175.57 1878.44 0
1163.41 1837.91 22
1162.18 1847.2 1
1161.23 1886.74 20
1155.79 1893.67 20
1152.08 1867.64 24
1140.23 1921.09 7
1146.99 1851.78 8
1128.62 1906.3 11
1124.18 1898.33 0
1117.48 1897.74 18
1153.97 1809.41 13
1093.58 1913.08 6
1105.58 1880.48 12
1128.55 1840.53 0
1079.0 1893.13 3
1105.41 1855.49 8
1066.5 1884.01 16
1056.7 1881.9 15
1117.75 1830.02 19
1119.93 1825.17 24
1042.27 1862.1 12
1047.17 1851.01 1
1053.36 1840.65 21
1130.16 1810.79 18
1080.06 1820.27 8
1050.37 1819.94 19
1034.21 1814.59 19
1104.05 1804.53 21
1052.72 1799.52 18
1142.35 1801.42 6
1140.5 1800.16 9
1065.74 1782.18 18
1129.96 1794.83 11
1086.27 1777.01 1
1068.59 1764.05 12
1133.79 1790.76 20
1072.5 1752.12 18
1140.17 1791.09 0
1138.07 1787.78 15
1072.31 1726.86 11
1155.62 1801.21 8
1080.8 1714.64 19
1111.35 1742.56 1
1102.47 1720.54 18
1143.35 1778.81 2
1147.21 1782.63 11
1146.87 1778.1 1
1134.91 1738.35 5
1140.65 1742.89 8
1134.24 1692.96 10
1149.8 1751.18 3
1153.84 1760.2 20
1156.1 1731.58 19
1162.2 1698.43 4
1164.46 1738.04 6
1172.22 1717.82 2
1186.47 1682.33 6
1167.66 1769.28 4
1189.11 1719.38 20
1186.64 1738.45 1
1184.52 1751.91 10
1200.17 1733.64 7
1176.43 1775.88 12
1214.97 1731.76 1
1241.86 1711.22 11
1243.74 1720.35 0
1185.01 1779.53 3
1203.34 1768.89 22
1263.34 1734.65 0
1244.49 1754.29 9
1179.09 1792.43 6
1238.95 1770.13 17
1239.58 1775.79 0
1211.54 1788.75 2
1210.88 1792.5 0
1273.92 1787.95 17
1227.05 1798.4 12
1193.36 1802.84 24
1513.57 2000.0 14
1552.23 2003.97 20
1538.23 2006.19 12
1526.26 2007.04 20
1581.51 2023.82 11
1573.16 2027.4 14
1501.05 2004.53 13
1536.94 2022.47 22
1589.0 2055.24 4
1559.75 2045.0 1
1587.06 2071.67 1
1503.27 2011.37 21
1520.34 2029.19 21
1571.32 2088.34 17
1529.94 2049.5 12
1516.9 2038.16 6
1538.2 2078.13 22
1523.92 2063.82 20
1494.85 2011.22 23
1532.28 2111.38 7
1491.23 2004.84 24
1503.78 2057.93 2
1507.26 2099.46 21
1490.15 2003.78 21
1492.84 2065.34 3
1488.05 2105.61 9
1483.24 2081.62 24
1484.6 2035.68 24
1487.5 2010.64 13
1469.96 2071.48 0
1453.33 2105.17 18
1478.53 2026.72 23
1477.92 2023.82 23
1459.15 2052.95 6
1427.44 2093.62 15
1424.52 2085.68 1
1486.78 2003.39 11
1439.42 2051.11 3
1396.54 2083.37 4
1458.29 2024.72 2
1414.94 2051.49 10
1455.28 2020.62 0
1460.17 2015.24 1
1411.43 2034.26 13
1440.51 2017.91 5
1395.36 2027.71 14
1383.08 2024.09 17
1432.17 2009.21 1
1374.0 2011.05 15
1478.6 2000.35 19
1414.66 1997.62 24
1412.64 1992.64 17
1361.67 1979.51 15
1435.12 1987.67 13
1401.28 1974.03 22
1396.1 1965.92 4
1481.84 1996.55 0
1389.87 1948.52 20
1445.53 1973.54 22
1423.72 1954.56 13
1429.0 1952.24 2
1397.61 1917.59 9
1476.18 1986.24 17
1489.59 1999.84 17
1472.6 1977.5 17
1436.93 1920.65 14
1481.91 1986.46 6
1478.87 1978.11 24
1479.0 1974.38 3
1452.32 1891.92 18
1485.11 1983.29 10
1475.15 1930.35 13
1477.42 1914.39 5
1484.44 1933.46 9
1488.76 1939.04 3
1495.11 1887.02 18
1490.07 1996.95 13
1498.55 1949.98 22
1498.04 1965.73 17
1510.53 1933.09 3
1500.17 1972.67 18
1504.06 1968.61 9
1514.78 1953.24 12
1511.84 1964.36 11
1550.28 1914.96 11
1527.09 1954.01 12
1562.48 1921.23 19
1502.24 1988.07 3
1586.09 1919.14 23
1583.07 1931.28 1
1548.47 1962.25 19
1530.77 1977.17 23
1591.63 1951.49 14
1591.36 1959.31 19
1498.65 1997.07 6
1598.82 1971.69 8
1596.38 1979.44 21
1516.51 1996.58 10
1520.13 1998.07 15
1517.73 2000.0 14
