13 1420 3 5 12500 1000 40 80
4613.1 2044.65
1077.66 1003.02
1811.48 1415.62
1318.89 2947.79
1729.28 2684.21
1580.04 2814.59
1350.67 2936.5
1927.78 2761.06
1607.38 965.06
1272.59 3168.63
1497.36 3092.08
2183.4 2198.91
2185.48 1813.9
2091.45 1501.26
1051.28 2440.9 4
1046.87 2429.51 7
1044.15 2417.66 10
1087.18 2459.1 3
1044.67 2394.59 17
1081.78 2439.85 10
1104.68 2475.42 2
1085.91 2429.07 19
1103.04 2464.31 1
1081.66 2378.49 21
1110.19 2481.84 20
1103.35 2422.68 14
1109.49 2449.9 21
1112.6 2428.77 14
1113.44 2467.3 18
1115.86 2461.81 12
1129.98 2409.81 4
1134.47 2414.62 17
1115.02 2479.79 3
1156.02 2394.56 2
1145.11 2428.97 12
1120.81 2474.65 17
1134.22 2459.08 10
1166.12 2426.95 4
1172.79 2428.54 21
1127.02 2475.52 8
1201.51 2422.38 19
1166.63 2453.81 1
1204.54 2438.61 18
1161.71 2466.1 6
1169.63 2467.32 5
1149.06 2477.83 23
1193.4 2471.11 17
1197.09 2476.56 11
1215.34 2481.38 3
1163.48 2488.72 10
993.98 2519.37 19
913.68 2521.07 21
1004.39 2532.4 16
938.96 2528.55 7
958.29 2535.84 2
885.72 2520.52 12
893.61 2523.35 6
943.34 2543.34 16
962.0 2555.57 1
982.15 2571.18 0
979.81 2576.73 4
944.3 2560.61 22
962.7 2579.05 14
887.77 2524.54 5
939.46 2572.24 6
933.48 2572.08 10
949.4 2595.9 4
927.52 2577.13 23
889.66 2530.85 13
932.5 2599.42 0
933.82 2611.93 20
920.15 2597.08 18
931.17 2633.99 10
916.31 2612.99 24
897.54 2570.71 12
897.04 2580.18 12
886.92 2546.59 8
893.2 2599.69 11
881.99 2525.09 18
884.28 2590.48 15
879.8 2644.58 24
876.02 2601.63 24
873.5 2586.0 4
875.54 2553.5 24
879.22 2529.19 0
872.59 2550.54 20
844.45 2627.41 23
857.04 2580.01 10
876.8 2529.37 9
846.45 2585.25 5
831.2 2602.98 14
847.32 2569.92 9
837.66 2577.36 22
873.33 2529.02 20
866.63 2535.2 6
823.17 2575.39 12
844.12 2551.65 19
832.94 2557.02 0
769.7 2597.01 22
867.8 2527.82 19
879.39 2520.5 1
850.57 2534.24 4
789.49 2557.82 11
854.88 2528.87 14
841.43 2531.33 14
810.42 2536.57 17
830.87 2528.82 21
792.33 2531.2 17
786.35 2526.92 8
826.64 2520.82 3
822.25 2517.8 0
746.48 2508.66 12
814.05 2510.42 1
773.15 2499.12 20
745.42 2486.42 8
864.95 2514.44 11
866.78 2514.12 21
857.83 2509.49 12
866.59 2512.21 20
791.36 2469.96 3
851.85 2501.04 21
873.35 2513.73 0
844.54 2490.72 24
797.59 2446.87 10
846.43 2485.7 7
834.97 2469.7 20
858.33 2491.89 3
797.16 2407.74 3
836.01 2452.07 22
859.73 2483.22 17
869.05 2496.01 23
872.43 2499.96 9
866.86 2483.11 1
841.26 2402.02 15
876.94 2503.5 13
854.31 2400.44 14
858.86 2388.95 18
877.45 2485.82 13
881.21 2515.58 12
881.01 2485.81 16
881.63 2515.05 7
889.68 2430.64 17
892.53 2443.66 5
890.86 2472.48 2
914.95 2388.65 2
921.09 2392.85 1
912.26 2436.63 19
918.51 2433.92 11
943.0 2395.77 20
921.43 2448.7 19
939.69 2428.03 8
927.57 2454.83 14
915.84 2476.25 16
958.46 2432.62 22
947.12 2452.83 24
882.14 2518.75 3
892.23 2510.54 23
906.11 2501.26 1
905.06 2503.88 24
908.19 2503.78 18
894.46 2512.68 12
1000.51 2465.86 10
932.3 2499.67 24
946.9 2497.91 12
985.34 2491.29 0
885.21 2518.56 4
896.45 2516.97 8
983.73 2508.53 8
942.23 2516.16 22
906.53 2519.37 20
660.47 2459.02 14
746.97 2466.21 11
747.96 2473.57 19
641.35 2460.45 0
733.0 2484.73 12
671.36 2471.31 12
723.73 2494.97 4
695.1 2488.13 16
735.77 2515.68 21
723.51 2516.59 18
678.49 2491.82 2
703.54 2517.42 6
685.47 2508.16 18
700.72 2531.32 0
713.43 2556.87 20
658.7 2493.8 1
697.21 2560.99 21
652.07 2492.85 5
681.45 2563.05 22
671.19 2556.53 21
646.22 2498.51 5
639.07 2480.16 13
643.26 2511.86 14
646.73 2573.7 20
635.51 2492.02 15
633.85 2464.66 14
626.43 2553.52 22
627.4 2504.53 18
611.52 2566.19 1
603.7 2568.39 1
629.32 2472.38 20
601.49 2536.5 24
585.58 2556.6 24
614.81 2492.15 13
588.07 2527.97 23
607.69 2493.52 21
590.06 2509.66 24
622.75 2470.39 7
629.89 2462.65 14
533.65 2537.9 1
602.62 2480.59 20
565.93 2499.74 6
534.9 2510.08 19
560.99 2490.95 22
589.64 2475.15 17
581.63 2474.38 13
632.47 2459.36 22
511.56 2478.61 15
539.49 2468.04 8
568.96 2461.09 15
580.25 2457.32 11
600.18 2455.8 0
551.29 2445.8 22
573.25 2445.32 1
609.11 2451.73 20
615.08 2452.16 20
575.24 2433.33 24
553.96 2417.79 7
550.27 2408.93 8
627.88 2454.85 11
616.78 2445.53 0
569.78 2401.62 18
564.49 2388.46 13
571.06 2386.46 6
615.44 2434.72 12
609.34 2422.05 0
604.56 2408.13 3
596.29 2383.06 8
592.94 2361.13 16
616.24 2407.88 15
601.55 2341.87 19
610.69 2347.89 24
628.68 2422.41 12
624.2 2336.55 1
632.16 2346.89 21
634.67 2443.62 18
642.48 2382.5 8
654.4 2342.99 19
635.64 2452.04 19
643.72 2427.59 21
671.63 2360.38 18
672.23 2375.19 6
668.13 2395.2 9
636.87 2454.31 18
657.79 2425.54 11
658.89 2428.31 1
643.87 2448.28 12
681.0 2414.16 20
663.43 2434.28 18
685.34 2421.18 0
667.62 2437.38 15
730.71 2405.18 11
677.47 2438.3 8
634.4 2458.84 19
717.59 2431.55 1
667.09 2450.42 18
687.26 2448.75 2
680.41 2453.09 11
662.31 2457.22 1
731.01 2459.02 5
839.71 2087.96 8
909.43 2094.48 10
880.34 2096.92 3
830.06 2090.7 20
907.13 2114.02 19
923.8 2127.19 4
883.09 2117.61 6
867.36 2114.91 2
853.24 2110.71 6
885.86 2138.49 4
905.17 2162.84 20
855.63 2125.59 1
851.9 2127.08 10
886.96 2178.97 7
883.08 2187.77 12
842.48 2132.72 1
820.7 2095.09 11
859.1 2195.43 0
841.72 2166.76 3
833.82 2158.52 22
832.48 2182.44 0
819.64 2113.93 9
819.2 2193.2 6
813.69 2156.95 17
808.28 2160.92 0
812.8 2111.05 2
811.27 2110.35 0
812.78 2101.05 17
774.97 2186.55 12
775.21 2169.59 24
773.18 2160.46 14
751.86 2180.13 20
807.9 2099.45 12
747.31 2161.81 20
780.94 2121.29 11
774.11 2122.26 14
803.6 2097.37 13
782.74 2108.21 22
729.04 2131.59 4
755.85 2113.12 1
704.11 2125.2 1
785.02 2096.12 21
761.49 2097.92 21
723.15 2097.98 17
804.07 2088.43 12
708.65 2084.13 6
743.17 2080.08 22
772.14 2079.9 20
715.83 2062.36 23
710.17 2052.72 7
718.98 2047.73 24
737.28 2048.41 2
768.08 2059.14 21
764.55 2051.84 21
732.26 2020.47 3
740.65 2017.76 9
780.33 2048.94 24
779.88 2042.42 24
756.81 2002.77 13
780.52 2027.52 0
764.53 1985.65 18
813.36 2078.71 23
786.32 1998.95 23
795.12 2006.0 6
805.7 2028.75 15
807.44 2008.25 1
815.75 2057.88 11
817.36 2087.07 3
819.71 2061.16 4
823.14 2051.77 2
822.68 2065.1 10
826.93 2056.98 0
846.34 2013.34 1
830.42 2060.28 13
834.98 2056.56 5
881.94 1989.89 14
828.61 2073.24 17
877.1 2020.33 1
827.95 2077.54 15
850.06 2060.07 19
893.62 2031.72 24
845.39 2070.19 17
889.76 2048.95 15
868.89 2064.72 13
890.9 2060.86 22
904.34 2062.72 4
830.09 2085.22 0
829.49 2086.24 20
912.61 2081.23 22
889.02 2087.96 13
868.54 2000.0 2
904.66 2003.96 9
964.51 2016.47 17
943.75 2020.44 17
868.34 2005.71 17
907.48 2021.67 14
920.87 2032.55 6
869.16 2011.04 24
874.83 2016.58 3
909.2 2044.64 18
924.5 2064.65 10
917.66 2067.78 13
910.71 2070.21 5
866.58 2023.41 9
884.08 2053.76 3
877.57 2051.44 18
895.19 2098.49 13
857.35 2022.32 22
867.07 2059.46 17
873.39 2105.85 3
852.82 2025.88 18
856.49 2088.35 9
849.31 2036.1 12
842.53 2115.97 11
835.94 2102.53 11
846.27 2012.23 12
839.75 2032.91 19
810.02 2110.91 3
805.45 2100.57 23
809.95 2075.02 1
834.49 2023.28 19
820.16 2040.13 23
820.06 2034.79 14
781.72 2070.59 19
785.0 2058.29 6
803.18 2036.09 8
761.87 2059.39 21
759.37 2052.26 10
767.88 2039.91 15
832.37 2006.67 14
774.86 2024.27 0
791.72 2014.37 0
838.45 2001.82 21
789.07 2006.33 21
732.94 2004.09 4
822.93 1999.09 24
781.49 1992.86 23
807.39 1992.64 13
752.04 1975.63 22
833.94 1995.16 13
770.48 1968.02 1
841.87 1996.64 10
841.21 1995.63 20
761.13 1940.1 21
844.03 1996.32 17
827.78 1980.87 22
815.06 1964.56 11
803.37 1944.93 6
828.47 1971.57 17
814.31 1943.59 6
824.51 1953.2 5
832.64 1962.69 12
825.21 1932.67 3
848.65 1999.9 18
829.79 1903.97 3
848.12 1995.59 20
845.16 1933.82 24
849.4 1958.82 12
852.15 1960.68 13
862.71 1912.36 11
874.33 1890.15 4
866.69 1941.76 2
855.06 1983.57 22
864.91 1965.61 16
877.38 1948.89 2
858.9 1984.47 14
863.61 1980.47 0
881.82 1962.49 24
932.04 1918.09 17
861.73 1988.87 11
925.37 1943.44 7
873.08 1984.54 2
937.8 1951.98 6
938.73 1959.4 1
922.22 1972.9 14
922.5 1978.58 15
931.75 1982.14 21
936.03 1987.58 16
854.51 1999.59 6
940.99 2000.0 22
533.17 1717.66 21
487.44 1722.34 7
534.47 1733.07 0
539.29 1741.86 13
460.1 1729.7 22
455.01 1731.22 12
533.78 1765.73 3
522.19 1769.29 9
510.3 1771.4 10
437.45 1732.91 1
477.42 1764.57 23
496.61 1787.22 22
503.15 1802.94 18
449.81 1756.74 11
479.64 1798.82 21
422.38 1729.83 13
422.64 1732.05 3
458.01 1800.33 9
425.52 1743.51 22
440.66 1788.2 15
442.44 1810.05 18
419.93 1743.28 1
430.86 1814.91 17
416.01 1738.25 3
414.87 1742.0 6
411.9 1831.59 21
413.53 1719.94 16
397.1 1833.17 23
398.2 1791.8 18
387.37 1812.93 15
404.63 1743.89 18
405.0 1738.46 15
401.8 1741.69 9
379.59 1776.76 13
379.26 1769.45 22
345.72 1806.99 12
379.53 1757.1 13
383.7 1748.15 2
360.6 1765.18 4
331.54 1782.28 19
360.01 1754.63 4
339.64 1762.01 18
303.49 1774.48 18
381.51 1731.75 12
329.76 1748.22 21
345.78 1737.6 19
357.35 1730.39 20
333.29 1730.53 3
380.76 1720.8 6
322.18 1720.56 17
289.04 1713.7 10
294.72 1706.3 23
377.9 1711.93 1
357.85 1705.04 4
292.69 1682.12 14
319.87 1683.5 6
391.53 1707.95 6
335.47 1677.32 13
339.34 1673.13 12
367.49 1685.84 14
370.76 1683.88 22
326.04 1639.22 15
364.63 1667.8 15
390.05 1690.35 10
377.7 1670.35 9
385.46 1675.19 13
353.28 1612.99 14
412.34 1714.89 18
373.59 1621.88 13
381.98 1625.99 14
381.09 1599.68 4
407.87 1689.75 24
396.69 1599.3 21
407.8 1643.34 20
413.54 1706.89 5
417.41 1640.08 23
424.46 1621.25 10
425.06 1653.3 15
443.8 1593.63 3
429.75 1666.09 8
424.22 1690.16 24
446.5 1645.86 11
433.36 1680.99 14
439.91 1675.43 3
425.8 1700.69 15
481.32 1634.43 6
443.05 1685.9 6
445.33 1687.51 11
419.51 1712.79 13
496.18 1656.94 23
499.32 1662.64 3
498.7 1670.37 17
514.85 1669.52 10
419.48 1715.35 13
424.05 1714.26 21
418.37 1716.45 14
479.84 1704.91 0
540.16 1701.52 5
478.65 1713.53 22
540.08 1717.66 13
679.54 1593.39 9
736.22 1598.21 24
780.2 1610.14 6
708.61 1601.38 19
748.71 1617.42 9
707.06 1606.54 12
700.73 1606.31 20
737.13 1631.6 7
711.38 1619.72 15
738.53 1647.99 2
740.5 1659.45 12
707.36 1631.24 9
732.6 1673.65 20
680.55 1601.48 0
703.8 1650.41 16
699.91 1654.29 9
707.98 1698.27 0
686.01 1639.63 1
686.56 1670.63 18
680.76 1677.54 20
675.59 1600.67 2
666.3 1687.98 22
667.98 1636.28 16
658.4 1658.94 8
654.06 1655.06 17
633.32 1688.99 20
667.95 1607.75 12
675.64 1593.54 4
661.14 1612.35 10
621.61 1653.18 11
666.1 1602.46 16
659.61 1606.32 15
656.29 1606.59 20
591.61 1641.22 22
662.45 1599.6 7
619.34 1614.48 20
605.37 1613.5 5
620.37 1604.54 17
624.52 1599.53 17
580.1 1597.19 22
673.15 1593.28 5
633.06 1588.27 5
646.48 1587.49 22
618.72 1577.09 1
652.55 1584.71 0
649.28 1581.01 20
636.72 1571.2 20
646.37 1573.45 9
606.83 1538.12 13
639.24 1559.01 16
614.84 1526.12 9
666.81 1581.8 12
617.7 1504.16 5
628.97 1507.18 3
651.78 1539.38 7
662.56 1555.89 2
651.32 1501.06 22
659.25 1502.23 13
674.95 1585.47 12
673.84 1498.04 1
681.22 1501.64 13
678.91 1570.76 5
681.33 1568.22 14
682.7 1570.74 8
689.28 1559.26 22
707.36 1529.13 8
707.87 1539.39 9
737.67 1505.97 5
731.03 1527.19 2
730.31 1537.72 13
676.75 1592.5 1
727.57 1555.09 3
759.3 1541.38 8
676.01 1593.25 3
693.84 1585.78 15
743.03 1571.22 10
707.68 1585.62 23
751.87 1581.17 7
769.21 1585.94 22
702.62 1593.39 18
1032.82 1624.96 21
932.54 1626.25 11
1004.44 1637.76 5
1016.14 1646.84 11
991.19 1647.24 12
943.4 1635.65 8
930.87 1632.39 20
982.46 1661.63 17
1002.48 1680.77 17
939.17 1643.23 1
955.38 1659.9 3
982.44 1691.81 2
947.1 1661.98 10
935.13 1652.06 20
921.2 1635.29 7
938.79 1668.39 21
920.85 1638.63 22
952.98 1724.25 19
921.22 1647.0 19
936.64 1720.18 13
933.35 1743.25 8
923.88 1732.14 16
914.76 1645.6 0
912.84 1654.49 21
909.36 1665.56 6
908.35 1655.73 20
913.99 1626.46 2
894.54 1681.95 1
881.31 1701.96 7
892.99 1666.43 21
906.45 1638.02 12
854.24 1709.64 22
866.16 1683.61 8
909.37 1630.27 6
854.63 1679.68 16
893.01 1641.93 22
857.9 1663.62 23
841.24 1667.78 1
881.48 1641.23 12
907.28 1627.87 11
830.56 1652.53 22
886.08 1632.11 7
873.08 1632.33 7
880.32 1628.59 24
800.67 1628.98 16
867.55 1623.31 7
832.59 1616.27 14
800.11 1604.58 15
827.35 1603.0 21
910.24 1623.6 2
869.79 1606.72 15
842.42 1589.4 9
872.92 1600.69 4
863.99 1590.47 17
835.19 1562.12 22
866.79 1581.38 21
896.69 1606.29 1
904.97 1613.5 22
865.74 1556.48 2
877.66 1564.65 23
891.84 1581.26 13
884.61 1555.64 9
902.47 1590.73 19
912.7 1618.68 14
913.55 1620.62 16
910.26 1591.63 10
913.38 1605.73 3
914.97 1592.61 0
921.42 1545.67 14
920.66 1585.92 24
916.01 1618.05 14
939.4 1544.17 12
946.71 1541.82 14
923.5 1605.69 9
944.05 1572.18 13
937.12 1590.46 11
974.04 1547.0 6
917.33 1621.64 0
977.36 1563.1 18
942.13 1601.33 14
964.37 1588.12 7
1004.07 1568.15 12
938.33 1612.07 23
1005.09 1584.07 7
936.66 1616.76 8
1011.36 1596.83 0
921.39 1623.46 12
993.33 1613.74 17
990.1 1619.61 24
1018.47 1624.96 2
1174.96 1452.78 19
1217.28 1459.31 16
1159.44 1457.69 14
1147.46 1457.63 13
1173.3 1466.82 11
1144.08 1459.85 7
1135.31 1457.47 0
1151.56 1467.14 7
1185.65 1491.28 13
1190.76 1501.34 18
1149.05 1473.37 0
1185.83 1512.65 7
1127.97 1456.25 24
1181.05 1526.18 12
1180.13 1536.63 22
1172.04 1536.7 6
1147.25 1500.1 9
1167.46 1562.3 9
1157.02 1556.59 22
1147.22 1548.37 12
1138.19 1535.77 7
1126.68 1472.88 12
1125.48 1485.59 17
1122.24 1502.89 8
1111.65 1559.49 13
1118.47 1485.47 10
1112.2 1499.63 22
1106.86 1504.55 3
1098.77 1513.57 11
1107.1 1487.26 12
1118.08 1463.98 16
1117.09 1463.77 24
1105.6 1476.24 14
1092.06 1487.4 17
1097.26 1478.08 7
1080.1 1488.32 12
1094.91 1473.3 9
1094.54 1470.55 2
1047.62 1490.96 5
1115.53 1456.61 14
1091.91 1463.63 7
1121.29 1453.69 17
1110.39 1455.37 20
1006.54 1465.36 14
1018.77 1456.53 17
1072.88 1450.94 4
1058.78 1445.75 5
1012.78 1432.78 23
1017.63 1425.72 23
1032.01 1422.24 6
1102.47 1443.61 8
1059.46 1420.45 16
1113.61 1446.17 0
1039.17 1394.12 16
1079.21 1416.53 18
1089.94 1420.78 11
1079.8 1405.23 19
1073.49 1390.28 20
1062.63 1365.13 3
1104.33 1419.02 10
1109.8 1423.53 10
1107.57 1412.45 3
1110.31 1410.92 1
1096.89 1349.45 12
1104.36 1348.32 18
1120.5 1417.35 6
1120.25 1364.99 14
1125.6 1413.06 13
1125.63 1444.53 12
1126.69 1441.62 9
1128.05 1439.31 15
1151.65 1366.31 6
1139.66 1414.8 19
1143.51 1413.37 2
1181.45 1352.12 17
1128.54 1447.25 20
1136.43 1437.71 13
1154.91 1418.82 18
1198.1 1380.86 3
1165.99 1417.74 0
1203.71 1394.67 17
1211.34 1398.01 1
1225.18 1398.75 11
1149.29 1441.78 2
1230.49 1413.88 23
1226.16 1423.4 16
1145.28 1448.4 22
1154.66 1448.55 13
1207.5 1446.94 19
1132.36 1452.78 4
1510.76 1463.9 23
1482.85 1467.81 13
1496.58 1473.71 12
1435.84 1465.69 13
1446.43 1469.38 19
1450.53 1472.37 4
1510.09 1501.12 15
1498.16 1501.95 8
1476.9 1495.18 16
1507.76 1523.06 16
1503.61 1528.77 15
1447.11 1483.14 8
1447.01 1485.95 1
1497.17 1554.94 1
1432.59 1471.58 12
1477.87 1553.51 1
1466.07 1545.5 8
1447.12 1514.3 10
1449.34 1534.41 14
1433.29 1488.59 21
1433.51 1501.25 0
1430.36 1495.93 14
1428.32 1508.91 10
1425.32 1505.46 22
1424.84 1485.53 13
1409.75 1554.31 12
1418.37 1497.69 5
1414.94 1500.02 6
1411.75 1500.62 17
1419.64 1479.18 15
1377.13 1546.62 14
1359.95 1559.02 13
1388.53 1511.31 17
1351.83 1543.71 16
1424.1 1467.03 10
1398.14 1487.21 22
1406.48 1478.3 10
1353.31 1507.33 11
1325.39 1514.36 3
1423.49 1465.55 18
1410.37 1469.54 22
1358.15 1481.4 18
1347.88 1478.1 2
1403.76 1466.42 2
1425.55 1463.97 17
1355.12 1461.34 14
1333.41 1453.89 23
1422.02 1462.92 21
1351.55 1444.73 4
1410.07 1458.16 6
1367.77 1439.45 14
1357.77 1429.43 2
1383.69 1438.24 23
1332.86 1399.12 16
1390.62 1434.61 20
